Facility Name,Facility Id,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?
Nucor Steel - Utah,1005777,Plymouth,UT,84330,7285 W 21200 N,Box Elder,41.8825,-112.1964,331111,"C,Q,TT","Metals,Waste",219454.356,145302.3,74108.25,43.806,,,,,,,,,,69370.288,,,,,,,,,,,,76012.568,,,,,,,,,,,,,,,,,,,,,,,,74071.5,N,N,Y
Nucor Steel Auburn Inc,1006341,Auburn,NY,13021,25 QUARRY ROAD,Cayuga,42.95222,-76.57269,331111,"C,Q",Metals,105152.832,105106.8,21.0,25.032,,,,,,,,,,36385.012,,,,,,,,,,,,68767.82,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Nucor Steel Birmingham Inc,1004152,Birmingham,AL,35234,2301 FL SHUTTLESWORTH DRIVE,Jefferson,33.54552,-86.80693,331111,"C,Q",Metals,53218.392,53188.8,13.5,16.092,,,,,,,,,,25839.492,,,,,,,,,,,,27378.9,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nucor Steel Darlington,1007946,Darlington,SC,29540,300 STEEL MILL RD,Darlington,34.375958,-79.896878,331111,"C,Q",Metals,168750.412,168631.0,39.25,80.162,,,,,,,,,,76610.412,,,,,,,,,,,,92140.0,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Nucor Steel Decatur,1005976,Trinity,AL,35673,4301 IVERSON BOULEVARD,Morgan,34.638906,-87.089036,331111,"C,Q",Metals,453091.968,452905.1,85.25,101.618,,,,,,,,,,181037.268,,,,,,,,,,,,272054.7,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nucor Steel Hertford County,1002958,Cofield,NC,27922,1505 RIVER RD,Hertford,36.355216,-76.81115,331111,"C,Q",Metals,327822.532,327694.3,58.5,69.732,,,,,,,,,,124476.932,,,,,,,,,,,,203345.6,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nucor Steel Indiana,1004151,Crawfordsville,IN,47933,4537 S NUCOR RD,Montgomery,39.9747,-86.8301,331111,"C,Q",Metals,203442.94,203316.9,57.5,68.54,,,,,,,,,,108147.492,,,,,,,,,,,,95295.448,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Nucor Steel Jackson Inc,1006144,Flowood,MS,39232,3630 4TH STREET,Rankin,32.312167,-90.137278,331111,"C,Q",Metals,52114.102,52088.5,11.0,14.602,,,,,,,,,,20894.772,,,,,,,,,,,,31219.33,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
"Nucor Steel Kankakee, Inc.",1002621,Bourbonnais,IL,60914,ONE NUCOR WAY,Kankakee,41.181333,-87.856643,331111,"C,Q",Metals,105482.96,105430.9,23.75,28.31,,,,,,,,,,50519.56,,,,,,,,,,,,54963.4,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Nucor Steel Marion, Inc. (0351010017)",1007577,Marion,OH,43302,912 CHENEY AVE,Marion,40.5707,-83.1388,331111,"C,Q",Metals,67641.824,67607.3,15.75,18.774,,,,,,,,,,33225.324,,,,,,,,,,,,34416.5,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nucor Steel Memphis Inc,1003093,Memphis,TN,38109,3601 PAUL R LOWRY ROAD,Shelby,35.04991,-90.15314,331111,"C,Q",Metals,83851.774,83763.2,40.0,48.574,,,,,,,,,,38493.694,,,,,,,,,,,,45358.08,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Nucor Steel Nebraska,1007695,Norfolk,NE,68701,2911 EAST NUCOR ROAD,Madison,42.078346,-97.360153,331111,"C,Q",Metals,151517.804,151436.7,37.0,44.104,,,,,,,,,,64179.108,,,,,,,,,,,,87338.696,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Nucor Steel Seattle Inc,1000029,Seattle,WA,98106,2424 SOUTHWEST ANDOVER STREET,King,47.569331,-122.367332,331111,"C,Q",Metals,115172.688,115128.3,20.25,24.138,,,,,,,,,,42998.188,,,,,,,,,,,,72174.5,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nucor Steel-texas,1005832,Jewett,TX,75846,8812 US HIGHWAY 79 S,Leon,31.354802,-96.165199,331111,"C,Q",Metals,134911.336,134839.5,32.5,39.336,,,,,,,,,,60413.168,,,,,,,,,,,,74498.168,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Nucor-yamato Steel Co,1007642,Blytheville,AR,72316,5929 E. STATE HWY. 18,Mississippi,35.901866,-89.775643,331111,"C,Q",Metals,412583.114,412368.5,97.5,117.114,,,,,,,,,,183955.098,,,,,,,,,,,,228628.016,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Nugen Energy Llc,1004765,Marion,SD,57043,27283 447TH AVE.,Turner,43.432639,-97.26088,325193,"C,II","Other,Waste",160065.796,159767.3,208.5,89.996,,,,,,,,,114.6,159932.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,N,N,N
Nxp Semiconductors - Eb Site,1010066,Austin,TX,78721,3501 ED BLUESTEIN BLVD.,Travis,30.27065,-97.66924,334413,"C,I",Other,84015.085742,7504.8,3.5,1252.196,9756.82,43628.8397,2257.2,15359.6,4220.0,32.13,4.2E-5,,,7512.472,,,,,,76502.613742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nxp Semiconductors - Oh Site,1010067,Austin,TX,78735,6501 W. WILLIAM CANNON DR.,Travis,30.23943,-97.86707,334413,"C,I",Other,168390.15149,9131.7,4.25,1161.306,11114.8,120013.67349,19302.48,6192.0,1360.0,109.942,,,,9141.016,,,,,,159249.13549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nxp Semiconductors Chandler Site,1010083,Chandler,AZ,85224,1300 N. ALMA SCHOOL RD.,Maricopa,33.32598,-111.86168,334413,"C,I",Other,123309.532868,12137.8,5.75,699.108,10958.4112,69152.698668,14683.2,15101.6,563.0,7.965,,,,12150.404,,,,,,111159.128868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nyc-doc Rikerâs Island,1009700,East Elmhurst,NY,11370,17-25 HAZEN ST,Queens,40.789585,-73.884265,561210,C,Other,70939.268,70844.1,38.25,56.918,,,,,,,,,,70939.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nys Ogs Sheridan Steam Plant,1003824,Albany,NY,12210,79 SHERIDAN AVENUE,Albany,42.654658,-73.753874,921190,C,Other,79196.93,79101.3,40.5,55.13,,,,,,,,,,79196.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nacogdoches Power Llc,1000172,Cushing,TX,75760,499 COUNTY ROAD 988,Nacogdoches,31.8326,-94.9006,221112,D,Power Plants,1765.504,,253.75,1511.754,,,,,,,,,134126.7,,1765.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
"Nakika, Mms Platform Id 02481, Complex Id 1001-1",1003559,Offshore,LA,00000,,,28.521145,-88.2887891667,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,162265.646,156900.8,5215.25,149.596,,,,,,,,,,145121.846,,,,,,,,,,,,,,,,,,17143.8,,,,,,,,,,,,,,,,,,,N,N,N
"Nansen Spar, East Breaks 602 Platform",1001776,Offshore,TX,00000,,,27.3671,-93.5323,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,83433.93,70959.6,12411.75,62.58,,,,,,,,,,66186.05,,,,,,,,,,,,,,,,,,17247.88,,,,,,,,,,,,,,,,,,,N,N,N
Naples Landfill,1007855,Naples,FL,34117,3750 WHITE LAKE BOULEVARD,Collier,26.165868,-81.657891,562212,"C,HH",Waste,20349.092,1.0,20294.75,53.342,,,,,,,,,14791.4,77.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20272.0,,,,N,N,N
Narrows Generating Station,1000763,Brooklyn,NY,11232,53RD ST AND 1ST AVE,Kings,40.6486,-74.0209,221112,C,Power Plants,57026.622,56965.4,27.25,33.972,,,,,,,,,,57026.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nassau Energy Llc,1001260,Garden City,NY,11530,185 CHARLES LINDBERGH BLVD,Nassau,40.7259,-73.5885,221112,C,Power Plants,201517.114,201307.5,92.5,117.114,,,,,,,,,,201517.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
"National Beef California, Lp",1006568,Brawley,CA,92227,57 E. SHANK ROAD,Imperial,32.99589,-115.52,311611,C,Other,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Natrium Extraction And Fractionation Facility,1011497,Proctor,WV,26055,14786 ENERGY ROAD,Marshall,39.759694,-80.861722,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",48573.034,44032.8,4515.5,24.734,,,,,,,,,,6530.676,,,,,,,,,,,,,,,,,,,42042.358,,,,,,,,,,,,,,,,,,N,N,N
Natural Buttes Compressor Station,1008205,Vernal,UT,84078,1176 EAST 1500 SOUTH,Uintah,40.433988,-109.506125,211111,"C,W-PROC",Petroleum and Natural Gas Systems,21181.67,21021.5,148.25,11.92,,,,,,,,,,21043.42,,,,,,,,,,,,,,,,,,,138.25,,,,,,,,,,,,,,,,,,N,N,N
Natural Soda,1010576,Rifle,CO,81650,3200 CR31,Rio Blanco,39.886477,-108.332665,325188,C,Chemicals,50796.508,50743.9,24.0,28.608,,,,,,,,,,50796.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Naturesweet Usa Llc. - Willcox Facility,1006206,Willcox,AZ,85643,26050 S NATURESWEET AVENUE,Graham,32.46746,-109.93657,111419,C,Other,37577.908,37539.0,17.75,21.158,,,,,,,,,,37577.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Natureworks Llc,1003239,Blair,NE,68008,650 INDUSTRIAL PARK DR.,Washington,41.520412,-96.079271,325211,C,Other,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Naughton,1000991,Kemmerer,WY,83101,HWY 189 7 MILES SW KEMMERER,Lincoln,41.7572,-110.5986,221112,D,Power Plants,5117045.454,5076965.4,14661.25,25418.804,,,,,,,,,,,5117045.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Navajo Generating Station,1000999,Page,AZ,86040,,Coconino,36.9047,-111.3886,221112,"C,D",Power Plants,1.4168998904E7,1.40554787E7,41524.0,71996.204,,,,,,,,,,1467.178,1.4167531726E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Naval Base Kitsap Bremerton,1001816,Bremerton,WA,98314,120 SOUTH DEWEY STREET,Kitsap,47.55916,-122.64722,488310,C,Other,42287.126,42240.7,20.5,25.926,,,,,,,,,,42287.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Naval Medical Center San Diego,1003756,San Diego,CA,92134,34800 BOB WILSON DRIVE,San Diego,32.726031,-117.143292,928110,C,Other,13841.948,13827.7,6.5,7.748,,,,,,,,,,13841.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Naval Station - Great Lakes,1000286,Great Lakes,IL,60088,"310 B STREET, BLDG. 1H",Lake,42.31318,-87.83207,928110,C,Other,40739.294,40696.8,19.25,23.244,,,,,,,,,,40739.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Naval Submarine Base New London,1002311,Groton,CT,06349,,New London,41.398517,-72.087231,928110,C,Other,30244.822,30211.0,14.75,19.072,,,,,,,,,,30244.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Naval Support Activity Bethesda,1000756,Bethesda,MD,20889,8901 WISCONSIN AVENUE,Montgomery,39.000798,-77.094409,928110,C,Other,32272.6,32255.1,17.5,,,,,,,,,,,32272.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nearman Creek,1007019,Kansas City,KS,66104,4240 NORTH 55TH STTREET,Wyandotte,39.1714,-94.6958,221112,"C,D",Power Plants,1442931.46,1431667.4,4121.0,7143.06,,,,,,,,,,429.494,1442501.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
"Neaton Auto Products Manufacturing, Inc.",1009879,Eaton,OH,45320,975 SOUTH FRANKLIN STREET,Preble,39.73116,-84.62473,336330,"C,T",Metals,10709.296,1200.6,0.5,0.596,,,9507.6,,,,,,,1201.696,,,,,,,,,,,,,,,9507.6,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nebo Power Station,1000444,Payson,UT,84651,1265 BAMBERGER ROAD,Utah,40.0614,-111.7294,221112,D,Power Plants,200213.008,200009.7,92.75,110.558,,,,,,,,,,,200213.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nebraska City Station,1001026,Nebraska City,NE,68410,7264 L ROAD,Otoe,40.6215,-95.7765,221112,"C,D",Power Plants,8429553.026,8363459.0,24176.75,41917.276,,,,,,,,,,278.046,8429274.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
"Nebraska Corn Processing, Llc",1004039,Cambridge,NE,69022,107 POTTER STREET,Furnas,40.278101,-100.161805,325193,C,Other,52743.952,52689.7,24.75,29.502,,,,,,,,,,52743.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Neenah Energy Facility,1001332,Neenah,WI,54956,200 COUNTY ROAD CB,Winnebago,44.1934,-88.5055,221112,"C,D",Power Plants,70779.088,70707.3,32.75,39.038,,,,,,,,,,241.0,70538.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Neil Simpson Ii,1001125,Gillette,WY,82718,13151 HIGHWAY 51,Campbell,44.2853,-105.3841,221112,"C,D",Power Plants,761209.136,757237.6,199.75,3771.786,,,,,,,,,,600.748,760608.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Neil Simpson Ii (ct2),1000827,Gillette,WY,82718,13151 HIGHWAY 51,Campbell,44.2853,-105.3841,221112,"C,D",Power Plants,3881.736,3877.9,1.75,2.086,,,,,,,,,,62.2,3819.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nelson County Solid Waste Disposal Facility,1006459,Bardstown,KY,40004,1025 AIRPORT ROAD,Nelson,37.823062,-85.540612,562212,HH,Waste,58077.25,,58077.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58077.25,,,,N,N,N
Nelson Dewey,1000984,Cassville,WI,53806,11999 COUNTY HIGHWAY VV,Grant,42.7225,-91.0085,221112,D,Power Plants,1321974.29,1314856.4,433.75,6684.14,,,,,,,,,1939.9,,1321974.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Nelson Energy Center,1001353,Rock Falls,IL,61071,1311 NELSON ROAD,Lee,41.7461,-89.3005,221112,"C,D",Power Plants,81164.4,81082.2,37.5,44.7,,,,,,,,,,141.5,81022.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nelson Gardens Landfill,1011256,San Antonio,TX,78223,8963 NELSON ROAD,Bexar,29.32697,-98.667861,562212,HH,Waste,140126.75,,140126.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140126.75,,,,N,N,N
Nelson Industrial Steam Company,1000513,Westlake,LA,70669,3500 HOUSTON RIVER ROAD,Calcasieu,30.2861,-93.2917,221112,"C,D",Power Plants,1477708.888,1477705.6,1.5,1.788,,,,,,,,,,2344.992,1475363.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Nemak Usa Inc. - Gateway,1006488,Sheboygan,WI,53082,4243 GATEWAY DRIVE,Sheboygan,43.70822,-87.75171,331314,C,Metals,36519.646,36478.7,18.0,22.946,,,,,,,,,,36519.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Neptune Gas Plant,1005069,Centerville,LA,70522,120 TRUCKLINE ROAD,West Carroll,32.601591,-91.484882,211111,"C,W-PROC",Petroleum and Natural Gas Systems,167320.786,163430.3,3799.0,91.486,,,,,,,,,,150485.732,,,,,,,,,,,,,,,,,,,16835.054,,,,,,,,,,,,,,,,,,N,N,N
"Neptune Spar, Viosca Knoll 826 Platform",1001777,Offshore,LA,00000,,,29.2538889,-87.9925,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,104864.328,32159.4,72686.75,18.178,,,,,,,,,,32165.478,,,,,,,,,,,,,,,,,,72698.85,,,,,,,,,,,,,,,,,,,N,N,N
"Neptune, Gc-613",1007288,Offshore,LA,00000,,,27.37008,-89.924024,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,53499.094,51641.6,1797.0,60.494,,,,,,,,,,44884.478,,,,,,,,,,,,,,,,,,8614.616,,,,,,,,,,,,,,,,,,,N,N,N
Nestle Purina Petcare Co.,1011633,Davenport,IA,52802,607 SCHMIDT ROAD,Scott,41.51459,-90.60816,311111,C,Other,24412.006,24386.5,11.5,14.006,,,,,,,,,,24412.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nestle Usa Inc. - Anderson,1006970,Anderson,IN,46013,4301 W. 73RD STREET,Madison,40.039871,-85.746274,311511,C,Other,55988.638,55930.8,26.25,31.588,,,,,,,,,,55988.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
New Castle,1000884,West Pittsburg,PA,16160,2189 ST RT 168 SOUTH,Lawrence,40.9378,-80.3681,221112,"C,D",Power Plants,339029.822,336346.8,980.25,1702.772,,,,,,,,,,93.098,338936.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
New Covert Generating Project,1001406,Covert,MI,49043,26000 77TH ST,Van Buren,42.3231,-86.2925,221112,"C,D",Power Plants,1297423.492,1296106.1,601.0,716.392,,,,,,,,,,1.3,1297422.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
New Era Mine,1010108,Galatia,IL,62935,9085 HWY 34 NORTH,Saline,37.864333,-88.614484,212112,"C,FF",Other,1136884.036,861.7,1136020.25,2.086,,,,,,,,,,864.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136019.5,,,,,,N,N,N
New Future Mine,1011101,Galatia,IL,62935,780 NETTY GREEN ROAD,Saline,37.82967,-88.63985,212112,FF,Other,925804.75,,925804.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925804.75,,,,,,N,N,N
New Gulf Power Facility,1001234,Boling,TX,77420,206 VAT ROAD #A,Wharton,29.2639,-95.8997,221112,D,Power Plants,1785.044,1783.4,0.75,0.894,,,,,,,,,,,1785.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"New Harquahala Generating Company, Llc",1000100,Tonopah,AZ,85354,2530 NORTH 491 AVE,Maricopa,33.4759,-113.1133,221112,D,Power Plants,567737.896,567161.4,263.0,313.496,,,,,,,,,,,567737.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
New Haven Harbor,1005996,New Haven,CT,06512,600 CONNECTICUT AVENUE,New Haven,41.2836,-72.9042,221112,"C,D",Power Plants,119017.908,118675.2,105.5,237.208,,,,,,,,,,2491.56,116526.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
New Madrid Power Plant,1000715,New Madrid,MO,63869,41 ST JUDE INDUSTRIAL PARK,New Madrid,36.5147,-89.5617,221112,"C,D",Power Plants,5815693.87,5785193.6,1522.75,28977.52,,,,,,,,,,412.194,5815281.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
New Milton Compressor Station,1011919,New Milton,WV,26411,7575 WV RT 18S,,,,211111,C,Petroleum and Natural Gas Systems,27174.348,27146.4,12.75,15.198,,,,,,,,,,27174.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"New Ngc, Inc.",1011579,Garden City,GA,31408,2 BRAMPTON ROAD,Chatham,32.10819,-81.14691,327420,C,Minerals,30391.836,30360.6,14.25,16.986,,,,,,,,,,30391.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
New Quitman Cpf-1,1003927,Quitman,AR,72131,150 BUFFALO ROAD,Cleburne,35.348293,-92.209879,213112,C,Petroleum and Natural Gas Systems,49833.712,49782.2,23.5,28.012,,,,,,,,,,49833.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
New Quitman Cpf-2,1003928,Quitman,AR,72131,#28 PUMPKIN CENTER CIRCLE,Cleburne,35.414689,-92.184329,213112,C,Petroleum and Natural Gas Systems,33654.424,33619.9,15.75,18.774,,,,,,,,,,33654.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
New Quitman Cpf-3,1009509,Quitman,AR,72131,5100 HEBER SPRINGS ROAD WEST,Cleburne,35.39595,-92.19063,213112,C,Petroleum and Natural Gas Systems,42818.688,42774.3,20.25,24.138,,,,,,,,,,42818.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
New Quitman Cpf-4,1011879,Quitman,AR,72131,#187 FAIRVIEW RD,,,,211111,C,Petroleum and Natural Gas Systems,26822.4,26795.0,12.5,14.9,,,,,,,,,,26822.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
New York Presbyterian Hospital,1009604,New York,NY,10032,622 WEST 168TH STREET,New York,40.841332,-73.940374,622110,C,Other,50347.146,50282.8,26.5,37.846,,,,,,,,,,50347.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
New York Presbyterian Hospital- 525 E 68th St,1009696,New York,NY,10021,525 E 68TH STREET,Kings,40.624065,-73.916298,622110,C,Other,71729.098,71639.4,37.25,52.448,,,,,,,,,,71729.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
New York State Electric And Gas,1003642,Binghamton,NY,13904,18 LINK DRIVE,Broome,42.10326,-75.82205,221210,"C,DD,NN-LDC,W-LDC","Natural Gas and Natural Gas Liquids Suppliers,Other,Petroleum and Natural Gas Systems",800.196,799.1,0.5,0.596,,,,,,,,,,800.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"New-indy Ontario, Llc",1005938,Ontario,CA,91761,5100 JURUPA ST,San Bernardino,34.04536,-117.53956,322130,C,Pulp and Paper,240049.396,239801.7,113.0,134.696,,,,,,,,,,240049.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
New-indy Oxnard Llc,1006048,Oxnard,CA,93033,5936 PERKINS ROAD,Ventura,34.14045,-119.184,322130,C,Pulp and Paper,118668.052,118545.3,56.0,66.752,,,,,,,,,,118668.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Newark Bay Cogen,1001239,Newark,NJ,07105,414 462 AVE P,Essex,40.7197,-74.13,221112,"C,D",Power Plants,233718.184,233480.9,108.25,129.034,,,,,,,,,,1056.196,232661.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Newark Energy Center, Llc",1010973,Newark,NJ,07105,955 DELANEY STREET,Essex,40.70879,-74.12826,221112,"C,D",Power Plants,447792.792,447338.5,207.25,247.042,,,,,,,,,,676.648,447116.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Newark Station - Dominion Transmission, Inc",1003433,Nashport,OH,43830,19042 NASHPORT ROAD SE,Muskingum,40.0708,-82.1949,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,26782.806,24354.3,2414.5,14.006,,,,,,,,,,24377.256,,,,,,,,,,,,,,,,,,,,2405.55,,,,,,,,,,,,,,,,,N,N,N
Newcastle Gas Plant,1006599,Newcastle,WY,82701,923 GRIEVES ROAD,Weston,43.63759,-104.54051,211111,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",6336.73,5553.0,780.75,2.98,,,,,,,,,,5151.18,,,,,,,,,,,,,,,,,,,1185.55,,,,,,,,,,,,,,,,,,N,N,N
Newington,1001181,Newington,NH,03801,165 GOSLING RD,Rockingham,43.0974,-70.7834,221112,"C,D",Power Plants,120603.91,120284.9,97.0,222.01,,,,,,,,,,3189.798,117414.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Newman,1006966,El Paso,TX,79934,4900 STAN ROBERTS ST,El Paso,31.9858,-106.4322,221112,"C,D",Power Plants,1433052.04,1431597.1,663.75,791.19,,,,,,,,,,154.6,1432897.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Newman,1004401,Stuart,OK,74570,,Pittsburg,34.97363,-95.99504,486210,C,Petroleum and Natural Gas Systems,27682.496,27654.0,13.0,15.496,,,,,,,,,,27682.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Newport Fab Llc (dba Towerjazz),1010139,Newport Beach,CA,92660,4321 JAMBOREE ROAD,Orange,33.66196,-117.85845,334413,"C,I",Other,121614.900009,11381.3,5.25,8593.426,5017.2,71316.12394,9051.6,13588.0,2662.0,,6.9E-5,,,11392.808,,,,,,110222.092009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Newport-laguna Compressor Station,1007109,Gillette,WY,82716,,Campbell,44.016,-105.9864,211111,C,Petroleum and Natural Gas Systems,16755.736,16738.2,8.0,9.536,,,,,,,,,,16755.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
