Facility Name,Facility Id,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?
Newton,1001005,Newton,IL,62448,6725 N 500TH,Jasper,38.9361,-88.2778,221112,D,Power Plants,4832734.816,4794892.8,13840.5,24001.516,,,,,,,,,,,4832734.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Newton County Landfill,1007591,Deweyville,TX,77614,2372 COUNTY ROAD 3870,Newton,30.342033,-93.848444,562212,HH,Waste,113258.25,,113258.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113258.25,,,,N,N,N
Nisource Midstream-majorsville Compressor Station,1011202,Dallas,WV,26036,1900 MAJORSVILLE ROAD,Marshall,39.964697,-80.51977,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,14696.356,11442.3,3247.5,6.556,,,,,,,,,,11450.456,,,,,,,,,,,,,,,,,,,,3245.9,,,,,,,,,,,,,,,,,N,N,N
Nichols Compressor Station,1011941,Pennsboro,WV,26415,2189 LONG RUN RD.,Doddridge,39.291352,-80.867112,211111,C,Petroleum and Natural Gas Systems,53882.248,53826.9,25.25,30.098,,,,,,,,,,53882.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nichols Station,1000939,Amarillo,TX,79108,7201 N LAKESIDE DRIVE,Potter,35.2825,-101.7458,221112,"C,D",Power Plants,270664.296,270389.2,125.5,149.596,,,,,,,,,,1351.744,269312.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nicor Gas Ancona,1004322,Streator,IL,61364,28512 N. 100 EAST RD.,La Salle,41.037899,-88.910977,221210,"C,W-UNSTG",Petroleum and Natural Gas Systems,26485.01,24024.1,2447.5,13.41,,,,,,,,,,24045.36,,,,,,,,,,,,,,,,,,,,,2439.65,,,,,,,,,,,,,,,,N,N,N
Nicor Gas Troy Grove,1008652,Mendota,IL,61342,169 N 36TH ROAD,La Salle,41.45469,-89.13279,221210,"C,W-UNSTG",Petroleum and Natural Gas Systems,18126.536,16837.5,1279.5,9.536,,,,,,,,,,16851.836,,,,,,,,,,,,,,,,,,,,,1274.7,,,,,,,,,,,,,,,,N,N,N
Niland Gas Turbine Plant,1000541,Niland,CA,92257,402 EAST BEAL ROAD,Imperial,33.2432,-115.498,221112,D,Power Plants,14627.696,14612.9,6.75,8.046,,,,,,,,,,,14627.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Niles,1000850,Niles,OH,44446,1047 BELMONT AVE,Trumbull,41.1667,-80.75,221112,C,Power Plants,222.146,221.3,0.25,0.596,,,,,,,,,,222.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Ninemile Point,1001606,Westwego,LA,70094,1617 RIVER ROAD,Jefferson,29.9472,-90.1458,221112,"C,D",Power Plants,4188947.53,4184646.3,1951.5,2349.73,,,,,,,,,,3481.436,4185466.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Nippon Shokubai America Industries, Inc.",1004339,Chattanooga,TN,37406,2651 RIVERPORT ROAD,Hamilton,35.07592,-85.277367,325199,C,Chemicals,1711.244,1709.6,0.75,0.894,,,,,,,,,,1711.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nissequogue Cogen,1001270,Stony Brook,NY,11794,GYMNASIUM ROAD,Suffolk,40.9168,-73.1292,221112,D,Power Plants,171580.264,171406.0,79.5,94.764,,,,,,,,,,,171580.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nixon Refinery,1010605,Nixon,TX,78140,11372 US HIGHWAY 87 EAST,Wilson,29.261336,-97.786582,324110,"C,Y",Refineries,31028.544,30718.5,219.75,90.294,,,,,,,,,,30683.298,,,,,,,,,,,,,,,,,,,,,,,,,345.246,,,,,,,,,,,,N,N,N
"Noble Americas South Bend Ethanol, Llc.",1000415,South Bend,IN,46613,3201 W CALVERT ST,St. Joseph,41.6552,-86.2962,325193,"C,PP","Other,Suppliers of CO2",54025.348,53970.0,25.25,30.098,,,,,,,,,,54025.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Noblesville,1001542,Noblesville,IN,46060,21225 RIVERWOOD AVE,Hamilton,40.0969,-85.9714,221112,"C,D",Power Plants,438679.724,438234.2,203.25,242.274,,,,,,,,,,252.2,438427.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nodaway Power Plant,1001141,Conception Junction,MO,64434,31491 300TH ST,Nodaway,40.2877,-94.7913,221112,D,Power Plants,1254.796,1253.7,0.5,0.596,,,,,,,,,,,1254.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Noranda Aluminum,1005534,New Madrid,MO,63869,391 ST. JUDE INDUSTRIAL PARK,New Madrid,36.59586,-89.52839,331312,"C,F",Metals,901778.602,523422.0,28.75,34.27,,378293.582,,,,,,,,61322.82,,,840455.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Norco Fractionation Plant,1005070,Norco,LA,70079,15608 HIGHWAY 61,St. Charles Parish,30.01644,-90.4001,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",93281.202,93159.6,69.75,51.852,,,,,,,,,,91483.808,,,,,,,,,,,,,,,,,,,1797.394,,,,,,,,,,,,,,,,,,N,N,N
Norco Manufacturing Complex,1005911,Norco,LA,70079,15536 RIVER ROAD,Saint Charles,30.000723,-90.403768,324110,"C,MM-REF,X,Y","Chemicals,Petroleum Product Suppliers,Refineries",3522767.234,3440423.9,51527.75,30815.584,,,,,,,,,,2337935.89,,,,,,,,,,,,,,,,,,,,,,,,14886.074,1169945.27,,,,,,,,,,,,N,N,N
Norris Farms Landfill,1004562,Baltimore,MD,21222,101 NORRIS LANE,Baltimore,39.28084,-76.49181,562212,HH,Waste,4550.75,,4550.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4550.75,,,,N,N,N
North 1st,1000108,Brooklyn,NY,11211,NORTH 1ST & 47-79 RIVER ST,Kings,40.7168,-73.9665,221112,"C,D",Power Plants,18559.932,18541.3,8.5,10.132,,,,,,,,,,72.0,18487.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
North Alva #2 Compressor Station,1011630,Alva,OK,73717,,Woods,36.876714,-98.593862,211111,C,Petroleum and Natural Gas Systems,25051.056,25025.3,11.75,14.006,,,,,,,,,,25051.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
North Alva Compressor Station,1005048,Alva,OK,73717,"36.856N, 98.743W",Woods,36.856,-98.743,211111,C,Petroleum and Natural Gas Systems,21476.32,21454.4,10.0,11.92,,,,,,,,,,21476.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
North American Hoganas,1011242,Hollsopple,PA,15935,111 HOGANAS WAY,Somerset,40.192646,-78.933994,331111,"C,Q",Metals,25150.884,25132.8,8.25,9.834,,,,,,,,,,17779.684,,,,,,,,,,,,7371.2,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
North American Stainless,1002977,Ghent,KY,41045,6870 HIGHWAY 42 EAST,Carroll,38.727778,-85.072222,331111,"C,Q",Metals,286563.996,286316.3,113.0,134.696,,,,,,,,,,239697.396,,,,,,,,,,,,46866.6,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
North Appleby Compressor Station,1006167,Garrison,TX,75946,,Nacogdoches,31.805175,-94.526561,486210,"C,W-PROC",Petroleum and Natural Gas Systems,18134.368,8664.6,9465.0,4.768,,,,,,,,,,8368.568,,,,,,,,,,,,,,,,,,,9765.8,,,,,,,,,,,,,,,,,,N,N,N
North Baja Ehrenberg Cs,1009781,Ehrenberg,AZ,85334,50650 COLORADO RIVER ROAD,La Paz,33.60055,-114.529539,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,35197.422,33711.6,1466.75,19.072,,,,,,,,,,33745.072,,,,,,,,,,,,,,,,,,,,1452.35,,,,,,,,,,,,,,,,,N,N,N
North Britt,1004690,Wheeler,TX,79096,,Wheeler,35.55046944,-100.10719166,486210,C,Petroleum and Natural Gas Systems,28034.444,28005.4,13.25,15.794,,,,,,,,,,28034.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
North Canton Compressor Station,1011940,West Union,WV,26456,5584 RIGGINS RUN,Doddridge,39.397826,-80.690161,211111,C,Petroleum and Natural Gas Systems,39311.152,39270.6,18.5,22.052,,,,,,,,,,39311.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
North Chicago Facility,1002975,North Chicago,IL,60064,1401 SHERIDAN RD,Lake,42.332222,-87.837571,325411,C,Chemicals,74157.82,74081.1,35.0,41.72,,,,,,,,,,74157.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
North Desoto Central Facility,1004534,Frierson,LA,71207,1679 GRAVEL POINT RD.,De Soto,32.240769,-93.654867,211111,"C,W-PROC",Petroleum and Natural Gas Systems,345635.032,320576.6,24981.25,77.182,,,,,,,,,,135755.44,,,,,,,,,,,,,,,,,,,209879.592,,,,,,,,,,,,,,,,,,N,N,N
North Fork #4,1009561,Appalachia,VA,24216,633 CALLAHAN AVENUE,,,,212112,FF,Other,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,N,N,N
North Hobbs Reinjection Compression Facility (rcf) And West Injection Battery (wib),1002447,Hobbs,NM,88240,1017 WEST STANOLIND ROAD,Lea,32.68022,-103.14928,211111,"C,W-PROC",Petroleum and Natural Gas Systems,14524.598,14119.1,397.75,7.748,,,,,,,,,,13840.648,,,,,,,,,,,,,,,,,,,683.95,,,,,,,,,,,,,,,,,,N,N,N
North Island,1000549,Coronado,CA,92118,BUILDING 353,San Diego,32.705,-117.189,928110,C,Other,167650.068,167476.9,79.0,94.168,,,,,,,,,,167650.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"North Jersey Energy Associates, A Lp",1001208,Sayreville,NJ,08872,601 JERNEE MILL ROAD,Middlesex,40.439,-74.3444,221112,D,Power Plants,573425.624,572843.1,265.75,316.774,,,,,,,,,,,573425.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
North Louisiana Gas Plant,1011281,Frierson,LA,71027,1716 FRIENDSHIP ROAD,De Soto,32.217508,-93.656725,211112,"C,W-PROC",Petroleum and Natural Gas Systems,70613.652,68650.1,1941.5,22.052,,,,,,,,,,38992.904,,,,,,,,,,,,,,,,,,,31620.748,,,,,,,,,,,,,,,,,,N,N,N
"North Manchester Ethanol, Llc D/b/a Poet Biorefining",1007525,North Manchester,IN,46962,868 E 800 N,Wabash,40.941948,-85.807883,325193,C,Other,107263.696,107153.0,50.5,60.196,,,,,,,,,,107263.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
North Omaha Station,1006069,Omaha,NE,68112,7475 PERSHING DRIVE,Douglas,41.3297,-95.9458,221112,D,Power Plants,3353959.372,3327790.8,9573.25,16595.322,,,,,,,,,,,3353959.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
North Terrebonne Gas Plant,1005071,Gibson,LA,70358,449 SHELL E&P COURT,Terrebonne,29.62879,-90.91768,211112,"C,W-PROC",Petroleum and Natural Gas Systems,292713.398,292132.7,416.5,164.198,,,,,,,,,,290574.956,,,,,,,,,,,,,,,,,,,2138.442,,,,,,,,,,,,,,,,,,N,N,N
North Valmy,1001197,Valmy,NV,89438,23755 TREATY HILL ROAD,Humboldt,40.8831,-117.1542,221112,"C,D",Power Plants,1452011.398,1440628.3,4163.75,7219.348,,,,,,,,,,0.0,1452011.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
North Yellowstone Cpf-1,1003929,Higden,AR,72067,1006 MACON ROAD,Van Buren,35.521957,-92.299401,213112,C,Petroleum and Natural Gas Systems,29964.788,29934.1,14.0,16.688,,,,,,,,,,29964.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
North Yellowstone Cpf-2,1003931,Bee Branch,AR,72013,579 OLD DUG ROAD,Van Buren,35.496872,-92.362804,213112,C,Petroleum and Natural Gas Systems,26561.7,26534.3,12.5,14.9,,,,,,,,,,26561.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Northampton Generating Plant,1006645,Northampton,PA,18067,1 HORWITH DRIVE,Northampton,40.6917,-75.4792,221112,C,Power Plants,578846.194,573923.4,1852.5,3070.294,,,,,,,,,300.0,578846.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Northeast Missouri Grain Llc Dba Poet Biorefining-macon,1007809,Macon,MO,63552,30211 MAJOR AVE,Macon,39.7481,-92.3851,325193,"C,PP","Other,Suppliers of CO2",55999.04,55941.5,26.25,31.29,,,,,,,,,,55999.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Northeastern,1000862,Oologah,OK,74053,7300 E. HWY 88,Rogers,36.4317,-95.7008,221112,"C,D",Power Plants,7125910.698,7075494.5,18515.0,31901.198,,,,,,,,,,2197.792,7123712.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Northeastern Power Company,1001233,Mcadoo,PA,18237,RT 309 SOUTH,Schuylkill,40.8737,-75.9936,221112,"C,D",Power Plants,306672.764,306654.7,5.25,12.814,,,,,,,,,,3331.196,303341.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Northern Border Pipeline Arnegard Cs#4,1004786,Arnegard,ND,58835,2461 136TH AVE NW,Mckenzie,47.77059,-103.50074,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,28064.898,26830.2,1219.5,15.198,,,,,,,,,,26856.948,,,,,,,,,,,,,,,,,,,,1207.95,,,,,,,,,,,,,,,,,N,N,N
Northern Border Pipeline Clark Cs#10,1004906,Clark,ND,57225,15990 421ST AVENUE,Clark,45.06741,-97.797409,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,97890.088,95958.9,1877.25,53.938,,,,,,,,,,96056.188,,,,,,,,,,,,,,,,,,,,1833.9,,,,,,,,,,,,,,,,,N,N,N
Northern Border Pipeline Culbertson Cs#3,1005957,Culbertson,MT,59218,5444 ROAD 1016,Roosevelt,48.215615,-104.396623,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,80343.704,78989.6,1310.0,44.104,,,,,,,,,,79069.604,,,,,,,,,,,,,,,,,,,,1274.1,,,,,,,,,,,,,,,,,N,N,N
Northern Border Pipeline Estelline Cs#11,1004908,Estelline,ND,57234,18743 470TH AVENUE,Hamlin,44.586185,-96.89945,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,108824.294,107808.3,955.5,60.494,,,,,,,,,,107918.644,,,,,,,,,,,,,,,,,,,,905.65,,,,,,,,,,,,,,,,,N,N,N
Northern Border Pipeline Garvin Cs#12,1006368,Garvin,MN,56132,1270 260TH AVENUE,Lyon,44.235314,-95.775103,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,102451.918,101306.5,1088.5,56.918,,,,,,,,,,101410.068,,,,,,,,,,,,,,,,,,,,1041.85,,,,,,,,,,,,,,,,,N,N,N
Northern Border Pipeline Glasgow Cs#1,1004784,Glasgow,MT,59230,150 COMPRESSOR STATION ROAD,Valley,48.175923,-106.59291,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,1242.45,132.2,1110.25,,,,,,,,,,,131.3,,,,,,,,,,,,,,,,,,,,1111.15,,,,,,,,,,,,,,,,,N,N,N
Northern Border Pipeline Glen Ullin Cs#6,1004912,Glen Ullin,ND,58631,4090 62ND AVE,Morton,46.82033,-101.76006,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,96820.638,96406.2,360.5,53.938,,,,,,,,,,96505.088,,,,,,,,,,,,,,,,,,,,315.55,,,,,,,,,,,,,,,,,N,N,N
Northern Border Pipeline Manning Cs#5,1005011,Manning,ND,58642,10510 11TH ST SW,Dunn,47.251575,-102.7194,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,99155.488,96295.8,2805.75,53.938,,,,,,,,,,96392.188,,,,,,,,,,,,,,,,,,,,2763.3,,,,,,,,,,,,,,,,,N,N,N
Northern Border Pipeline Saint Anthony Cs#7,1004771,St. Anthony,ND,58566,6245 COUNTY RD 81,Morton,46.51388,-100.79812,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,107826.902,105853.1,1914.5,59.302,,,,,,,,,,105960.252,,,,,,,,,,,,,,,,,,,,1866.65,,,,,,,,,,,,,,,,,N,N,N
Northern Border Pipeline Trimont Cs#13,1004917,Trimont,MN,56176,1890 60TH AVENUE,Martin,43.75959,-94.75241,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,105531.356,104743.9,728.75,58.706,,,,,,,,,,104851.156,,,,,,,,,,,,,,,,,,,,680.2,,,,,,,,,,,,,,,,,N,N,N
Northern Border Pipeline Wetonka Cs#9,1004922,Westport,ND,57481,36997 128TH STREET,Edmunds,45.534084,-98.784482,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,110123.24,108954.9,1107.25,61.09,,,,,,,,,,109066.14,,,,,,,,,,,,,,,,,,,,1057.1,,,,,,,,,,,,,,,,,N,N,N
Northern Border Pipeline Wolf Point Cs#2,1004785,Wolf Point,MT,59201,4047 HIGHWAY 250E,Roosevelt,48.379169,-105.616379,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,1146.3,121.3,1025.0,,,,,,,,,,,120.4,,,,,,,,,,,,,,,,,,,,1025.9,,,,,,,,,,,,,,,,,N,N,N
Northern Border Pipeline Zeeland Cs#8,1004858,Zeeland,ND,58581,9305 28TH AVENUE SOUTHEAST,Mcintosh,46.070856,-99.795221,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,105631.508,104338.6,1234.5,58.408,,,,,,,,,,104444.808,,,,,,,,,,,,,,,,,,,,1186.7,,,,,,,,,,,,,,,,,N,N,N
Northern Landfill,1011391,Westminster,MD,21157,1400 BALTIMORE BOULEVARD,Carroll,39.548399,-76.944206,562212,"C,HH",Waste,6598.7,10.2,6588.5,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6588.5,,,,N,N,N
Northern Natural Gas - Albert Lea,1011253,Hartland,MN,56042,73650 325TH STREET,Freeborn,43.82644,-93.39786,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,14089.148,13554.9,526.5,7.748,,,,,,,,,,13568.648,,,,,,,,,,,,,,,,,,,,520.5,,,,,,,,,,,,,,,,,N,N,N
Northern Natural Gas Company - Seminole,1012011,Gaines,TX,79714,1068 COUNTY ROAD 305,,,,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,35345.668,34999.5,326.5,19.668,,,,,,,,,,35035.668,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,N,N,N
Northport,1000771,Northport,NY,11768,EATON'S NECK ROAD,Suffolk,40.9231,-73.3417,221112,"C,D",Power Plants,1836382.108,1833631.7,1053.0,1697.408,,,,,,,,,,3141.188,1833240.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Northridge Gas Plant,1007865,Calvin,OK,74531,,Hughes,34.8527,-96.229,211111,"C,W-PROC",Petroleum and Natural Gas Systems,88303.282,84728.9,3527.0,47.382,,,,,,,,,,84077.584,,,,,,,,,,,,,,,,,,,4225.698,,,,,,,,,,,,,,,,,,N,N,N
Northside,1001498,Jacksonville,FL,32226,4377 HECKSCHER DRIVE,Duval,30.4172,-81.5525,221112,"C,D",Power Plants,3713118.568,3703413.9,3613.25,6091.418,,,,,,,,,,5726.016,3707392.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Northwest Charley Cpf-2,1011758,Greers Ferry,AR,72067,580 HILLCREST DRIVE,Cleburne,35.577022,-92.177375,213112,C,Petroleum and Natural Gas Systems,44873.232,44827.2,21.0,25.032,,,,,,,,,,44873.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Northwest Ia. Area Solid Waste Agency,1010524,Sheldon,IA,51201,4540 360TH ST.,Obrien,43.127228,-95.893818,562212,"C,HH",Waste,47782.35,33.6,47748.75,,,,,,,,,,,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47748.75,,,,N,N,N
Northwest Regional Landfill,1000031,Surprise,AZ,85387,19401 W. DEER VALLEY RD,Maricopa,33.67484,-112.47007,562212,"C,HH",Waste,91106.884,140.3,90919.5,47.084,,,,,,,,,12958.5,207.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90899.25,,,,N,N,N
Northwestern Memorial Hospital,1005574,Chicago,IL,60611,251 E HURON STREET,Cook,41.894551,-87.62092,622110,C,Other,22914.412,22890.3,11.0,13.112,,,,,,,,,,22914.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Novo Biopower,1006649,Snowflake,AZ,85937,4047 CATALYST RD.,Navajo,34.503981,-110.33618,221119,"C,TT","Power Plants,Waste",109728.52,654.9,105478.25,3595.37,,,,,,,,,341664.2,4853.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104874.75,N,N,N
Nucla,1007676,Nucla,CO,81424,30739 DD 30 ROAD,Montrose,38.2387,-108.5083,221112,"C,D",Power Plants,543775.394,539416.3,1594.25,2764.844,,,,,,,,,2.2,721.436,543053.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Nucor Steel Gallatin Llc,1005700,Ghent,KY,41045,4831 US 42 W,Gallatin,38.7625,-85.0,331111,"C,Q",Metals,227887.664,227823.0,29.5,35.164,,,,,,,,,,62573.464,,,,,,,,,,,,165314.2,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nucor Steel Louisiana Llc,1010766,Convent,LA,70723,9101 LA HWY 3125,St. James Parish,30.096908,-90.843978,331111,"C,Q",Metals,98094.554,97917.3,81.0,96.254,,,,,,,,,,8553.554,,,,,,,,,,,,89541.0,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
"Nucor Steel Tuscaloosa, Inc.",1003457,Tuscaloosa,AL,35404,1700 HOLT ROAD NE,Tuscaloosa,33.23375,-87.50693,331111,"C,Q",Metals,243297.42,243207.0,41.25,49.17,,,,,,,,,,87678.92,,,,,,,,,,,,155618.5,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Nueces Bay,1000922,Corpus Christi,TX,78402,2002 NAVIGATION BOULEVARD,Nueces,27.8182,-97.4189,221112,"C,D",Power Plants,657358.064,656690.6,304.5,362.964,,,,,,,,,,735.548,656622.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
O L S Energy-agnews,1005975,San Jose,CA,95134,3800 CISCO WAY,Santa Clara,37.408333,-121.929167,221112,C,Power Plants,15772.54,15756.1,7.5,8.94,,,,,,,,,,15772.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
O W Sommers,1000570,San Antonio,TX,78223,12940 S US HWY 181,Bexar,29.3078,-98.3244,221112,"C,D",Power Plants,349361.6862103902,348992.985105,165.023567605,203.67753778516,,,,,,,,,,1033.33272279016,348328.3534876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
O'connor Gas Plant,1010119,Lasalle,CO,80645,,Weld,40.352206,-104.587772,211112,"C,W-PROC",Petroleum and Natural Gas Systems,89507.0618,87360.44538,2118.965,27.65142,,,,,,,,,,42726.3659,,,,,,,,,,,,,,,,,,,46780.6959,,,,,,,,,,,,,,,,,,N,N,N
O'hare International Airport,1005841,Chicago,IL,60666,10510 W ZEMKE ROAD,Cook,41.99575,-87.88603,488119,C,Other,49609.282,49552.3,24.5,32.482,,,,,,,,,,49609.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
O-n Minerals (luttrell) Co.,1002722,Luttrell,TN,37779,486 CLINCH VALLEY ROAD,Union,36.22783,-83.71438,327410,"C,S",Minerals,205568.894,204863.0,258.0,447.894,,,,,,,,,,89829.094,,,,,,,,,,,,,,115739.8,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Oak Grove Mine,1004512,Adger,AL,35006,8800 OAK GROVE MINE ROAD,Jefferson,33.45075,-87.03723,212112,"C,FF",Other,1065538.226,42123.4,1023225.0,189.826,,,,,,,,,,42417.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023120.45,,,,,,N,N,N
Oak Grove Sanitary Landfill,1002477,Winder,GA,30680,967 CARL BETHLEHEM ROAD,Barrow,33.96702,-83.7682,562212,HH,Waste,25849.5,,25849.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25849.5,,,,N,N,N
Oak Ridge Recycling & Disposal Facility,1007581,Logansport,IN,46947,2905 SOUTH 150 EAST,Cass,40.723,-86.3461,562212,"C,HH",Waste,38714.244,346.7,38314.5,53.044,,,,,,,,,14632.0,422.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38291.75,,,,N,N,N
Oak Spring Turbine Compressor Station,1004089,Spring Glen,UT,84526,,Carbon,39.6533,-110.9802,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,67856.3,66069.3,1749.75,37.25,,,,,,,,,,66135.8,,,,,,,,,,,,,,,,,,,,1720.5,,,,,,,,,,,,,,,,,N,N,N
Oakland Heights Development Landfill,1003686,Auburn Hills,MI,48326,2350 BROWN ROAD,Oakland,42.708547,-83.247952,562212,"C,HH",Waste,94391.75,55.0,94336.75,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94336.75,,,,N,N,N
